reviewId,content,score
1712725b-7082-43e4-ae63-56802c61724f,Best,5
d856db39-f8d2-400a-8631-a9fd2da7e7e8,It is very addictive but helps to relax nerves and keeps one active.,5
f0851977-5ca1-4034-a7f6-252f08a2d5b9,very interesting game,5
7f54e25d-a233-487c-b118-ad98cb988f34,amazing,5
4a032591-e448-40df-9409-863c891aa4b5,Enjoying the app.,4
83849a26-c77f-41fe-9141-4ffcc5bd0e57,the only offline true game I know,5
e7e79b85-2b67-4f66-8fb9-5bcf25f1816e,👌🏻👌🏻👌🏻👌🏻,4
8657ff0c-b6ea-40b5-b125-6d2ef030782f,You Son of a 🏖 . for developer and owner making this game paid to win,1
af0abf07-10fe-4bca-b6c6-92f2b0fa2eca,I like it,4
941283ac-a38f-4ef5-bd2f-75101b222289,Wow nice 🎮,5
cf1aeafc-65d7-4200-bf63-412342882704,pass the time good game,5
20bf48a7-9e7a-41bf-b0f0-f96f487e6c52,Love it.great game.fun everyday..,5
5e38f533-8434-4a19-9e7f-30dad6be9c74,Super fun💕,5
415f63ed-fce2-4c85-8f3a-a40280841117,nice,5
f4b19ac1-367b-4f40-9acc-0dd3750d0ad8,love 💕,5
f585924a-7598-40ab-8e22-a867607c64c4,fun,5
49a644c7-5f84-4b7a-9c40-9d66296e0eb4,super ...,5
10f9f51f-e945-43e0-92b8-93018641a127,super game.... 😍😍😍,5
9b80b2b5-593c-43cf-9a74-dbfd4e69000b,"good game no ads, have fun",5
94f7b7a9-7964-4cd7-b059-f95ed75a93f8,very fun and i recommend playing it,5
6b18c0fb-5874-4f06-91f8-748d24f5ba29,"I did not change my star rating but I'm sick of y'all cheating me out my money!! Just Stop It!!! quit cheating me out my money. I've played this game for years. I love it. but y'all keep cheating. stop giving me things to use and I pay for it but can only use it when you want me to? No, that's called cheating. I'm going to stop using my money and my play points just to put money in y'all's pocket to cheat me.. I'm good thanks. but other than that. fun game when you're not cheating",4
a4f297b3-2f3f-48ab-94bc-2db4ce602267,There is too much enoying pop up in game and it is really so frustrating . I am leaving this game now because of this reason !,1
a103a9ad-1fc5-4d35-aa7e-c6c09ac45d69,"Congrats candy crush has officially become wsop poker, Its become really worse the attempt to make you buy gold from the stupid fish impeding progress, short moves given to complete most levels & algorithm always making sure you have one jelly left, its all about buying gold which is pretty obvious from the persistent popups shown before & after playing levels. Gone are the days when you need a lil bit of your brain thinking 5 moves ahead,now its just dumb luck esp if you at levels 8000 upwards.",1
a8498ba0-bccd-485e-94c5-d9c05e2c167a,Its so beautiful game. 😍,5
d839b884-321d-44b4-841c-c17dfb5c4578,sometimes this app has lag,3
c2be251b-1d05-4fbf-83d9-b16ba785ba03,Good game but some of the ads is to long thay made you loose the race,3
bd7619cc-c2db-48c5-b26f-4f2b4642459e,super,4
c535238f-b6ea-4362-89a8-68f6f9b0a5a2,love this game,5
de7c5356-5178-4cc0-b8d8-95e4e99c1800,mast ek dam,5
3560b7e9-aef8-44cf-8ac1-2e8194fa245f,"Stuck in level4384, impossible to solve it unless you have gold to have more moves..or I mean you need money to buy gold to have more moves.",1
8ffdba01-1518-46c0-9e80-8414a4d4e2ef,nice,5
cd400902-e401-44b4-ae54-de9d0e632bcd,awesome game,5
6afe270e-a73f-4b01-ba8b-f811ff52044e,peace of mind 💕,5
33e780f7-776d-4c7d-a152-62f543f5bfc2,good game,5
c8365d98-5e75-499b-baa1-1fed17cefc24,SAI AUNG MURNG,5
7e5a3493-b591-400d-868d-cb38ddcf3e8b,time killing 😒,3
fad75652-4b59-4dc0-9cef-727cd6e0ff00,this game is very very nice and it's not annoying like other games I know and I can't wait to see other new exciting features,5
9864c695-c4ba-4724-b904-d3818644a9a3,Nice game,5
2c153b00-5442-4a2e-9785-03d559763cb2,love this game.,5
a8c68d5c-456b-4aa4-b11c-eaf7c9fcf6ce,nice,5
77f1adc2-6a38-4e62-9514-a9f1f167c70b,wow,5
f0f1c4aa-0f73-44b9-88f8-e569f2864bdc,good,5
fc89c12f-fe0e-4e23-a976-86583b2e917c,good,5
3ce66851-897f-4c97-aeea-39b4abcde00e,awesome,4
5147aaad-f856-4a9d-9b56-a8c7ebf7e77a,good geme my mind is so realaxin thanks for mekian gema laik this king ❤️❤️ i am from sri lanka ☸️☸️ 😎😉,5
33b4ef8e-947e-45f3-b698-e9fb5be31aa1,ok,5
a431d95c-5d39-4ca3-8d3c-a1e474d2751e,nice game but end is so far,3
838b02aa-7214-4091-84ea-9198c6f73432,time waste,1
548165ab-219a-45a1-bad4-8165ffcfda0f,Great game,5
8ea0dc44-e9e2-43c7-8bcb-d17a8b420021,supper game,5
79d73d70-7e08-4fd6-a9cf-a75982ceb87e,"Don't play candy crush game, they will try to make to buy gold coins, worst game ever without adds no one will win the game simply wasting time and headache game I have even seen such a worst game like candy crush worst game. It's is a money maker game and huge scam simply looting our hard earning money",1
777f3fa7-9e09-4ba7-bcd8-c79d18bec03f,ugg,5
d5b6fddf-4db0-4b0b-8b28-144446bd3559,candy crush game is very super but no help no burster my game is 11500label but not play in boosters game is1176obut sweet cinema not coming j,5
335fcd7c-c3da-43b9-9a78-acbda6a1b684,"so fun and exciting, and we can now make fishes 😩 yaaayyy ....",5
5cdf691d-201d-4fcc-95e6-7940c53d3218,Complete this before next,5
0477287c-1f6c-4145-a8d6-eb34ddb74525,"This is a very dirty game. After passing some levels, they force you to pay money to buy the game level pass kit.",1
74145785-b05f-40fe-a462-278cfc073286,relaxing,5
aaf283ba-09d5-4b2a-ae76-c1e06f646440,"Jesus Christ is our Lord and our Saviour. Amen Still having fun. Awe. Hallelujah. Holy is the most High, the Ancient of Days. Good. Monate....gooder. Good game. Fun!",5
6d204264-6f98-464b-b861-cb585871d7eb,nixe,5
53bbade0-005a-4c51-9a31-1fa52f127434,good game,5
824d2ec0-1fd5-4eb4-9112-ed8fa2348eb8,super timepass 🙂,4
62056eec-0991-4397-8570-ab73a684f826,nice,5
38b575df-bbe1-41fd-a671-faa34ed55242,awesome,5
5c6d7955-63f4-46cf-aa7b-43a2c2bb5485,How can I start advertising in app...,5
49166c70-fbe3-4f93-aa6f-b5f3775f1c92,it is creative game,5
fb6f0051-eeb1-44a3-94a2-3fb528c4c3df,nice 👍,5
e2ee3d4a-791c-4ce8-bef1-943919e5fe40,😭🤧🤧🤧🤧🤧🤧,2
af316558-2af7-4a21-a749-6344e9f86bfb,l enjoy playing with my friends,4
58332943-adf7-49ce-a09c-1430bc6984ec,Nicee,5
117d3800-93c6-421e-8505-fc83e50757b7,good,5
b1e2cd6d-98d9-4cfc-9fec-e786ab2ac228,great game,5
e2c1f8e1-95de-46e0-af99-7e0489ef7c95,nice game so good,5
d15d8ffc-7522-4d2c-bcce-583af95e73e5,excellent,5
5c0c8950-7654-411b-9b59-02b2cbc7db88,Yooooooooooo what's up guys kase hai app sabe log teo ajj ham log calnea jaa raihe Minecraft this is Ujjwal@Gamer line khikhikhikkhi hahaahhahahahaah bye bye 😉,3
fa08831e-c70a-489d-80cb-0e8c6061e809,very blady game only income porposs this game is properly set,1
c753b441-5b2c-449a-a145-3b1b244877ad,best time pass game,5
3e81c732-5296-4201-a908-79e4eaf06911,Really like this game. Fun and easy. Really like the changes too.,5
c0ce3056-77fa-46a9-a347-7e0fabbcba2d,give add more moves,5
a5feeeba-97d9-4552-8b87-addc207cb4f0,love,5
72020213-3eb4-4269-96fd-69c2bc1e3fab,This game is very Hard and medium and I love The hard gams and It's very good 👍😊,5
4fbc5e9e-e7d2-4d05-b7da-fa42a09c15c3,it's so amazing,5
8877adb5-54e9-498c-83cf-e554f746abdd,Good,5
49544ecf-3dbd-484f-8476-ebce2cd59967,Adictive Game.... But One request Plz add Statistics option also...... Plz i wanna see Statistics.... Like How much we have burst the Colour Candy.....Color wise,1
0aa3c2d9-08e2-49c3-b66a-2ba2c11b1a99,not bad,3
e2c4cbaf-b67f-408f-bc86-5b3bb77e516f,much better than the older version,5
2187465f-b6ee-43f1-81b6-504aa824fb8b,Awesome,5
daa6fe50-6f2c-4cbf-b4c3-4716f0f44b75,🤍,5
0ab33331-070f-44c4-865c-d4aaea412e7d,this is a good game,3
d2d8f513-a871-47c7-adc7-0681c02f6d09,Awesome App,5
40c0dc8e-53fc-431f-b8fa-0b9f90148d0f,best fun,4
1e2db957-d878-472f-9b23-dc273dd90397,I have been playing this since 3 years,5
36c5ca66-c73f-4771-944f-31d6db17fb2c,Good ap,4
51ca64c1-a2fd-435e-bb9d-2d4bc4f2e947,good game,5
6ccb6e2f-67ed-4dce-bc51-c92d2e90c38f,good game,5
03e20442-e553-449b-8e8c-4aae28d83c09,"I think it is a good app for a aspirants , it is the best way to relax the mind ,and improve your mind to sharp and Thinker like budda, so I will suggest it to play the game and improve yourself .",5
e2892f00-55f7-4942-8c9d-e8e8a5a9f597,full intersting,5
44f450eb-3cad-4243-9ae0-08fe666feafa,wonderful,5
911ef441-cee8-438d-a0af-12ec2a57f002,good game,5
3d2f27da-66f0-4dc8-bad5-59e48de02c4e,nice 👍👍👍👍 Game,5
68a3eed9-59be-48f4-8b73-22ecef2af6a3,excellent,5
d304586b-a871-442a-9694-25e7a4a3a186,nice game,5
95b60f1f-e766-45ac-9393-333e26c74962,Level 6500 crossed the game now. The phone is to be the game and open the game,2
81ccd1bb-c2a3-4744-823a-f20202afe2b0,ek no,5
ef0da665-082c-4019-96b5-03a274418781,interesting game yesterday,5
af13184e-fff5-494d-90ce-5455660a80df,pretty good,5
87f30d49-3cd6-43d4-8d92-d984af4028f8,"it help me to exercise my brain, and can think more Idea and knowledge about the game",5
fc323a05-a581-4428-8388-978b41758908,enjoying,5
d07ad8a1-8fcc-4b6a-8db1-c4979417e482,very interesting game I like this very much,5
d151abea-d08f-40a7-bf66-a457f918515d,Nice game like it.,5
05d65988-658e-481c-bec2-f42aa275b3db,fabulous 👌,5
37a4d84e-5501-4044-8212-aa4288a428a9,I am not giving 5 star because this game needs internet,4
59d042a2-3fae-4c35-8789-94637be7d6a4,good,5
7429a720-0e1f-4329-aa24-76a898f2d7eb,Very interesting and wonderful game,5
57f5e41c-2eb4-4201-b833-d35656970c93,love it,5
a738a445-67c7-4128-b768-01ca2eefbc5a,very good game,5
4050b578-6f32-4cd1-81ec-643ef4996fa0,just 😲😲😲,5
44f0af69-371c-483c-8027-3b694c60a931,good afternoon,5
4bd41361-7fd6-44a2-82d8-45893ee268e2,great game. level 35 without a hitch.,5
765e216b-bcf9-4676-a46b-3aa5526628c4,great,5
7d5bb829-eec1-4bb9-ac6d-8f66f3fcab74,Good game.. such a relaxing game,5
2c77d103-9e0f-4b46-8266-166147d8806e,good 😊,5
96207902-dc42-4084-a322-7528e7b15a0e,amazing,5
9e629f63-ddc8-4d85-b3de-432718222ecb,this game is very very wow,5
c7ceed0d-5507-484e-8510-9677dc9ec6db,great,5
961a5799-b8fd-4331-b3c5-f2e825c0038a,good game candy crush,5
1714dc8f-bc9a-4968-968d-cadd01d2bb18,I have not played yet but it will be fun to get the game.,5
0e670f32-1645-4c01-a558-9213a05784e3,I love this game,5
a08e5077-be85-40ca-8440-e36366aa01c2,good game,5
686a0252-6278-40cc-b094-9f6ed77c4bed,it's a good game when my friend and I play this game every morning,5
b7db11dc-30eb-4fee-9e73-e245eb15dad1,doesn't give you a chance to get awards or free moves like chocolate box or race to the fin,5
56149c6e-afcc-45a7-b9e4-a11c17fd1f5b,best game,5
c91eaa86-a9e8-4bee-add1-ce383677bdd3,"Awesome game, if they just add an option for players to share gold or those sweet bombs would be much appreciated..",5
9095b899-c6ca-4157-b483-fc37a22b012b,best game,5
1636f1ca-fe13-45a7-875e-74df5b479803,game 13130 not complete please help n this type game not like it,5
